preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
stopwords,vector,,,66,0.2000,0.4000,0.2667,0.1679,0.1167,0.3333,0.3250
stopwords,vector,,,67,0.8000,0.5714,0.6667,0.6480,0.5482,1.0000,0.8180
stopwords,vector,,,68,0.2000,0.4000,0.2667,0.1668,0.1500,0.5000,0.3659
stopwords,vector,,,69,0.0000,0.0000,0.0000,0.0313,0.0000,0.0256,0.0000
stopwords,vector,,,70,0.0000,0.0000,0.0000,0.0638,0.0000,0.0625,0.0000
stopwords,vector,,,71,0.0000,0.0000,0.0000,0.0347,0.0000,0.0238,0.0000
stopwords,vector,,,72,0.0000,0.0000,0.0000,0.0343,0.0000,0.0909,0.0000
stopwords,vector,,,73,0.5000,0.2500,0.3333,0.3002,0.1965,1.0000,0.5476
stopwords,vector,,,74,0.0000,0.0000,0.0000,0.0503,0.0000,0.0714,0.0000
stopwords,vector,,,75,0.1000,0.2000,0.1333,0.0819,0.0400,0.2000,0.1122
stopwords,vector,,,76,0.2000,0.2857,0.2353,0.1793,0.1000,0.5000,0.2390
stopwords,vector,,,77,0.5000,0.8333,0.6250,0.7338,0.6750,1.0000,0.6454
stopwords,vector,,,78,0.3000,1.0000,0.4615,0.4206,0.4206,0.5000,0.5653
stopwords,vector,,,79,0.1000,0.2000,0.1333,0.0674,0.0500,0.2500,0.1881
stopwords,vector,,,80,0.0000,0.0000,0.0000,0.0346,0.0000,0.0500,0.0000
stopwords,vector,,,81,0.1000,0.5000,0.1667,0.1603,0.0833,0.1667,0.0769
stopwords,vector,,,82,0.3000,0.6000,0.4000,0.5810,0.5500,1.0000,0.6888
stopwords,vector,,,83,0.1000,0.2500,0.1429,0.2570,0.2500,1.0000,0.3904
stopwords,vector,,,84,0.2000,0.1818,0.1905,0.1175,0.0354,0.1667,0.1298
stopwords,vector,,,85,0.1000,0.2500,0.1429,0.0652,0.0500,0.2000,0.0998
stopwords,vector,,,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords,vector,,,87,0.0000,0.0000,0.0000,0.0119,0.0000,0.0093,0.0000
stopwords,vector,,,88,0.6000,1.0000,0.7500,0.6746,0.6746,0.5000,0.6985
stopwords,vector,,,89,0.2000,0.3333,0.2500,0.2199,0.1204,0.5000,0.3105
stopwords,vector,,,90,0.4000,0.3077,0.3478,0.2724,0.1782,0.5000,0.2636
stopwords,vector,,,91,0.2000,0.2222,0.2105,0.1678,0.0593,0.3333,0.2261
stopwords,vector,,,92,0.6000,0.4615,0.5217,0.5764,0.4615,1.0000,0.5144
stopwords,vector,,,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stopwords,vector,,,94,0.4000,0.3333,0.3636,0.4222,0.2662,1.0000,0.4524
stopwords,vector,,,95,0.1000,0.5000,0.1667,0.2121,0.1667,0.3333,0.1080
stopwords,vector,,,96,0.4000,0.3077,0.3478,0.2853,0.1615,0.5000,0.2929
stopwords,vector,,,97,0.2000,0.2000,0.2000,0.1317,0.1222,1.0000,0.2812
stopwords,vector,,,98,0.0000,0.0000,0.0000,0.0093,0.0000,0.0149,0.0000
stopwords,vector,,,99,0.3000,0.7500,0.4286,0.3083,0.3083,0.5000,0.5285
stopwords,vector,,,100,0.2000,0.2222,0.2105,0.2200,0.1296,0.5000,0.3065
stopwords,vector,,,101,0.5000,0.8333,0.6250,0.6236,0.5569,0.5000,0.6592
stopwords,vector,,,102,0.2000,0.5000,0.2857,0.4455,0.4167,1.0000,0.5462
stopwords,vector,,,103,0.0000,0.0000,0.0000,0.0125,0.0000,0.0250,0.0000
stopwords,vector,,,104,0.1000,0.2000,0.1333,0.0742,0.0250,0.1250,0.1070
stopwords,vector,,,105,0.2000,0.4000,0.2667,0.3793,0.3333,1.0000,0.6332
stopwords,vector,,,106,0.3000,0.6000,0.4000,0.1607,0.1505,0.1667,0.3182
stopwords,vector,,,107,0.2000,0.2857,0.2353,0.2238,0.1667,0.5000,0.2721
stopwords,vector,,,108,0.6000,0.8571,0.7059,0.9137,0.8367,1.0000,0.8256
stopwords,vector,,,109,0.0000,0.0000,0.0000,0.0217,0.0000,0.0455,0.0000
stopwords,vector,,,110,0.0000,0.0000,0.0000,0.0217,0.0000,0.0294,0.0000
stopwords,vector,,,111,0.2000,0.2857,0.2353,0.2637,0.0833,0.2500,0.2131
stopwords,vector,,,112,0.1000,0.5000,0.1667,0.2803,0.2500,0.5000,0.2398
stopwords,vector,,,113,0.2000,0.5000,0.2857,0.3897,0.3750,1.0000,0.5585
stopwords,vector,,,114,0.1000,0.2500,0.1429,0.0779,0.0278,0.1111,0.1553
stopwords,vector,,,115,0.0000,0.0000,0.0000,0.0184,0.0000,0.0167,0.0000
stopwords,vector,,,116,0.0000,0.0000,0.0000,0.0416,0.0000,0.0833,0.0000
stopwords,vector,,,117,0.0000,0.0000,0.0000,0.0279,0.0000,0.0323,0.0000
stopwords,vector,,,118,0.1000,0.3333,0.1538,0.1289,0.0370,0.1111,0.1144
stopwords,vector,,,119,0.0000,0.0000,0.0000,0.0625,0.0000,0.0625,0.0000
stopwords,vector,,,120,0.5000,0.5556,0.5263,0.5076,0.3713,0.5000,0.5654
stopwords,vector,,,121,0.5000,0.7143,0.5882,0.6376,0.5278,1.0000,0.6756
stopwords,vector,,,122,0.3000,0.3333,0.3158,0.1999,0.0966,0.2500,0.1903
stopwords,vector,,,123,0.0000,0.0000,0.0000,0.0698,0.0000,0.0909,0.0000
stopwords,vector,,,124,0.0000,0.0000,0.0000,0.0039,0.0000,0.0062,0.0000
stopwords,vector,,,125,0.2000,0.1176,0.1481,0.1787,0.0294,0.2500,0.1552
stopwords,vector,,,126,0.2000,0.2500,0.2222,0.1995,0.1875,1.0000,0.4500
stopwords,vector,,,127,0.1000,0.2000,0.1333,0.0900,0.0667,0.3333,0.1490
stopwords,vector,,,128,0.0000,0.0000,0.0000,0.0163,0.0000,0.0244,0.0000
stopwords,vector,,,129,0.4000,0.5714,0.4706,0.4808,0.4405,1.0000,0.6253
stopwords,vector,,,130,0.3000,0.6000,0.4000,0.5067,0.4533,1.0000,0.6032
stopwords,vector,,,131,0.2000,0.2500,0.2222,0.2324,0.0625,0.2500,0.2085
stopwords,vector,,,132,0.8000,0.5333,0.6400,0.6917,0.4474,1.0000,0.7402
stopwords,vector,,,133,0.1000,0.1429,0.1176,0.1842,0.0159,0.1111,0.0323
stopwords,vector,,,134,0.0000,0.0000,0.0000,0.0911,0.0000,0.0769,0.0000
stopwords,vector,,,135,0.3000,0.3750,0.3333,0.4336,0.2344,1.0000,0.2511
stopwords,vector,,,136,0.1000,0.3333,0.1538,0.2105,0.1667,0.5000,0.4919
stopwords,vector,,,137,0.2000,0.5000,0.2857,0.2713,0.1625,0.2500,0.2670
stopwords,vector,,,138,0.1000,0.5000,0.1667,0.0559,0.0500,0.1000,0.1772
stopwords,vector,,,139,0.0000,0.0000,0.0000,0.0058,0.0000,0.0033,0.0000
stopwords,vector,,,140,0.1000,0.1667,0.1250,0.1135,0.0833,0.5000,0.2509
stopwords,vector,,,141,0.2000,0.3333,0.2500,0.3923,0.3333,1.0000,0.5455
stopwords,vector,,,142,0.0000,0.0000,0.0000,0.0014,0.0000,0.0014,0.0000
stopwords,vector,,,143,0.1000,0.5000,0.1667,0.1268,0.0833,0.1667,0.2184
stopwords,vector,,,144,0.5000,0.8333,0.6250,0.7583,0.6750,1.0000,0.8135
stopwords,vector,,,145,0.4000,0.5714,0.4706,0.5072,0.4667,1.0000,0.6441
stopwords,vector,,,146,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.7075
stopwords,vector,,,147,0.3000,0.3000,0.3000,0.2715,0.1667,0.5000,0.3128
stopwords,vector,,,148,0.3000,0.5000,0.3750,0.4294,0.3611,1.0000,0.5964
stopwords,vector,,,149,0.4000,0.3636,0.3810,0.3954,0.2131,1.0000,0.4499
stopwords,vector,,,150,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords,vector,,,151,0.0000,0.0000,0.0000,0.0143,0.0000,0.0130,0.0000
stopwords,vector,,,152,0.0000,0.0000,0.0000,0.0126,0.0000,0.0333,0.0000
stopwords,vector,,,153,0.3000,0.4286,0.3529,0.1887,0.1660,0.3333,0.2775
stopwords,vector,,,154,0.2000,1.0000,0.3333,0.3929,0.3929,0.5000,0.5307
stopwords,vector,,,155,0.3000,0.5000,0.3750,0.4611,0.4583,1.0000,0.4000
stopwords,vector,,,156,0.6000,0.4286,0.5000,0.5414,0.4286,1.0000,0.5471
stopwords,vector,,,157,0.5000,0.1282,0.2041,0.2144,0.0674,0.5000,0.3719
stopwords,vector,,,158,0.1000,0.1250,0.1111,0.1804,0.1250,1.0000,0.3630
stopwords,vector,,,159,0.0000,0.0000,0.0000,0.0412,0.0000,0.0833,0.0000
stopwords,vector,,,160,0.1000,0.2000,0.1333,0.0602,0.0333,0.1667,0.1403
stopwords,vector,,,161,0.3000,0.5000,0.3750,0.4342,0.4167,1.0000,0.7001
stopwords,vector,,,162,0.3000,0.3750,0.3333,0.2753,0.2167,1.0000,0.3458
stopwords,vector,,,163,0.2000,0.6667,0.3077,0.3951,0.3889,0.5000,0.5307
stopwords,vector,,,164,0.3000,0.3750,0.3333,0.3272,0.2208,0.5000,0.3971
stopwords,vector,,,165,0.1000,0.5000,0.1667,0.3409,0.2500,0.5000,0.3869
stopwords,vector,,,166,0.0000,0.0000,0.0000,0.0221,0.0000,0.0556,0.0000
stopwords,vector,,,167,0.1000,0.5000,0.1667,0.1101,0.0625,0.1250,0.2221
stopwords,vector,,,168,0.1000,0.5000,0.1667,0.1266,0.1250,0.2500,0.2641
stopwords,vector,,,169,0.2000,0.5000,0.2857,0.1867,0.1833,0.3333,0.3462
stopwords,vector,,,170,0.4000,0.6667,0.5000,0.4354,0.4241,1.0000,0.6030
stopwords,vector,,,171,0.2000,0.6667,0.3077,0.5435,0.5000,1.0000,0.6308
stopwords,vector,,,172,0.4000,1.0000,0.5714,0.6792,0.6792,0.5000,0.7180
stopwords,vector,,,173,0.2000,1.0000,0.3333,0.3611,0.3611,0.5000,0.5714
stopwords,vector,,,174,0.0000,0.0000,0.0000,0.0521,0.0000,0.0833,0.0000
stopwords,vector,,,175,0.1000,0.2000,0.1333,0.0495,0.0333,0.1667,0.1331
stopwords,vector,,,176,0.1000,0.1429,0.1176,0.0839,0.0286,0.2000,0.1282
stopwords,vector,,,177,0.3000,0.6000,0.4000,0.5761,0.4200,1.0000,0.4835
stopwords,vector,,,178,0.3000,0.7500,0.4286,0.5095,0.4750,1.0000,0.8284
stopwords,vector,,,179,0.2000,0.5000,0.2857,0.2311,0.2250,0.5000,0.3973
stopwords,vector,,,180,0.3000,0.4286,0.3529,0.2971,0.2286,0.5000,0.3208
stopwords,vector,,,181,0.1000,0.2000,0.1333,0.1293,0.0667,0.3333,0.1246
stopwords,vector,,,182,0.2000,1.0000,0.3333,0.4500,0.4500,0.5000,0.6267
stopwords,vector,,,183,0.6000,0.4615,0.5217,0.4992,0.4615,1.0000,0.3871
stopwords,vector,,,184,0.1000,0.1429,0.1176,0.0703,0.0143,0.1000,0.0833
stopwords,vector,,,185,0.7000,0.7778,0.7368,0.7291,0.6019,1.0000,0.7026
stopwords,vector,,,186,0.5000,0.3125,0.3846,0.2278,0.2059,1.0000,0.5482
stopwords,vector,,,187,0.2000,0.3333,0.2500,0.1494,0.1083,0.2500,0.2615
stopwords,vector,,,188,0.3000,0.2727,0.2857,0.3109,0.2273,1.0000,0.4507
stopwords,vector,,,189,0.1000,0.1111,0.1053,0.0602,0.0139,0.1250,0.0610
stopwords,vector,,,190,0.3000,0.6000,0.4000,0.5732,0.4833,1.0000,0.5925
stopwords,vector,,,191,0.5000,0.3846,0.4348,0.5128,0.2897,1.0000,0.3826
stopwords,vector,,,192,0.2000,0.5000,0.2857,0.2552,0.2083,0.5000,0.3854
stopwords,vector,,,193,0.8000,0.8889,0.8421,0.7804,0.7783,1.0000,0.7534
stopwords,vector,,,194,0.2000,0.3333,0.2500,0.2013,0.1111,0.3333,0.1539
stopwords,vector,,,195,0.0000,0.0000,0.0000,0.0427,0.0000,0.0476,0.0000
stopwords,vector,,,196,0.2000,0.1667,0.1818,0.1792,0.1250,1.0000,0.2735
stopwords,vector,,,197,0.3000,1.0000,0.4615,0.7917,0.7917,1.0000,0.8597
stopwords,vector,,,198,0.2000,0.5000,0.2857,0.2795,0.2083,0.3333,0.3849
stopwords,vector,,,199,0.2000,0.2500,0.2222,0.1101,0.0667,0.2000,0.1652
stopwords,vector,,,200,0.1000,0.3333,0.1538,0.2341,0.1667,0.5000,0.2961
stopwords,vector,,,201,0.4000,0.2500,0.3077,0.2876,0.1607,1.0000,0.4795
stopwords,vector,,,202,0.3000,0.2143,0.2500,0.1164,0.0774,0.5000,0.1161
stopwords,vector,,,203,0.4000,0.2857,0.3333,0.1763,0.1429,0.5000,0.4237
stopwords,vector,,,204,0.1000,0.0714,0.0833,0.0413,0.0119,0.1667,0.1223
stopwords,vector,,,205,0.0000,0.0000,0.0000,0.0205,0.0000,0.0286,0.0000
stopwords,vector,,,206,0.2000,0.6667,0.3077,0.1960,0.1944,0.2500,0.4006
stopwords,vector,,,207,0.0000,0.0000,0.0000,0.0053,0.0000,0.0039,0.0000
stopwords,vector,,,208,0.3000,0.5000,0.3750,0.3212,0.2500,0.5000,0.4834
stopwords,vector,,,209,0.4000,0.3333,0.3636,0.1752,0.1340,0.3333,0.2396
stopwords,vector,,,210,0.2000,0.3333,0.2500,0.3427,0.2778,1.0000,0.4826
stopwords,vector,,,211,0.1000,0.0909,0.0952,0.1759,0.0909,1.0000,0.1096
stopwords,vector,,,212,0.5000,0.3571,0.4167,0.5129,0.3046,1.0000,0.5249
stopwords,vector,,,213,0.6000,0.5455,0.5714,0.5077,0.4341,1.0000,0.7248
stopwords,vector,,,214,0.1000,0.2500,0.1429,0.1763,0.1250,0.5000,0.2463
stopwords,vector,,,215,0.0000,0.0000,0.0000,0.0226,0.0000,0.0244,0.0000
stopwords,vector,,,216,0.0000,0.0000,0.0000,0.0026,0.0000,0.0026,0.0000
stopwords,vector,,,217,0.2000,0.1333,0.1600,0.1014,0.0389,0.2500,0.1719
stopwords,vector,,,218,0.2000,0.1333,0.1600,0.0996,0.0356,0.2000,0.1113
stopwords,vector,,,219,0.0000,0.0000,0.0000,0.0336,0.0000,0.0238,0.0000
stopwords,vector,,,220,0.2000,0.1053,0.1379,0.1192,0.0207,0.1429,0.0916
stopwords,vector,,,221,0.2000,0.1111,0.1429,0.1077,0.0361,0.2500,0.1113
stopwords,vector,,,222,0.4000,0.4444,0.4211,0.2936,0.2407,0.5000,0.4323
stopwords,vector,,,223,0.1000,0.2500,0.1429,0.3255,0.2500,1.0000,0.3904
stopwords,vector,,,224,0.1000,0.1250,0.1111,0.1238,0.0125,0.1000,0.0762
stopwords,vector,,,225,0.2000,0.0833,0.1176,0.0591,0.0417,0.5000,0.1330
stopwords,bm25,0.5,0,1,0.5000,0.1786,0.2632,0.1502,0.0868,0.3333,0.2566
stopwords,bm25,0.5,0,2,0.4000,0.1667,0.2353,0.1483,0.1183,1.0000,0.4677
stopwords,bm25,0.5,0,3,0.4000,0.5000,0.4444,0.3952,0.3536,1.0000,0.5700
stopwords,bm25,0.5,0,4,0.1000,0.5000,0.1667,0.5435,0.5000,1.0000,0.6131
stopwords,bm25,0.5,0,5,0.2000,0.5000,0.2857,0.1894,0.1214,0.2000,0.2640
stopwords,bm25,0.5,0,6,0.1000,0.2500,0.1429,0.1452,0.1250,0.5000,0.2061
stopwords,bm25,0.5,0,7,0.2000,0.4000,0.2667,0.1934,0.1800,0.5000,0.3127
stopwords,bm25,0.5,0,8,0.1000,0.0909,0.0952,0.0980,0.0455,0.5000,0.1684
stopwords,bm25,0.5,0,9,0.2000,0.6667,0.3077,0.1722,0.1619,0.2000,0.3380
stopwords,bm25,0.5,0,10,0.1000,0.1250,0.1111,0.0969,0.0625,0.5000,0.1323
stopwords,bm25,0.5,0,11,0.2000,0.2857,0.2353,0.1538,0.0952,0.3333,0.2188
stopwords,bm25,0.5,0,12,0.0000,0.0000,0.0000,0.0369,0.0000,0.0270,0.0000
stopwords,bm25,0.5,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0,14,0.1000,0.5000,0.1667,0.0696,0.0500,0.1000,0.2497
stopwords,bm25,0.5,0,15,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,0.8597
stopwords,bm25,0.5,0,16,0.1000,0.3333,0.1538,0.1488,0.0833,0.2500,0.1637
stopwords,bm25,0.5,0,17,0.0000,0.0000,0.0000,0.0520,0.0000,0.0833,0.0000
stopwords,bm25,0.5,0,18,0.1000,0.3333,0.1538,0.2072,0.1667,0.5000,0.2961
stopwords,bm25,0.5,0,19,0.0000,0.0000,0.0000,0.0095,0.0000,0.0435,0.0000
stopwords,bm25,0.5,0,20,0.1000,0.1111,0.1053,0.1777,0.0556,0.5000,0.1483
stopwords,bm25,0.5,0,21,0.0000,0.0000,0.0000,0.0434,0.0000,0.0588,0.0000
stopwords,bm25,0.5,0,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0,23,0.1000,0.0312,0.0476,0.1022,0.0312,1.0000,0.2621
stopwords,bm25,0.5,0,24,0.2000,0.6667,0.3077,0.2098,0.2063,0.3333,0.4242
stopwords,bm25,0.5,0,25,0.4000,0.4444,0.4211,0.5017,0.3574,1.0000,0.4874
stopwords,bm25,0.5,0,26,0.2000,0.3333,0.2500,0.1721,0.1389,0.3333,0.3225
stopwords,bm25,0.5,0,27,0.1000,0.3333,0.1538,0.0596,0.0417,0.1250,0.1799
stopwords,bm25,0.5,0,28,0.0000,0.0000,0.0000,0.0007,0.0000,0.0014,0.0000
stopwords,bm25,0.5,0,29,0.3000,0.3333,0.3158,0.2613,0.1556,0.5000,0.2604
stopwords,bm25,0.5,0,30,0.2000,0.2857,0.2353,0.0810,0.0571,0.2000,0.1808
stopwords,bm25,0.5,0,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0,32,0.0000,0.0000,0.0000,0.0124,0.0000,0.0078,0.0000
stopwords,bm25,0.5,0,33,0.3000,1.0000,0.4615,0.4444,0.4444,0.5000,0.6100
stopwords,bm25,0.5,0,34,0.2000,0.3333,0.2500,0.1639,0.0810,0.2000,0.1673
stopwords,bm25,0.5,0,35,0.0000,0.0000,0.0000,0.0338,0.0000,0.0500,0.0000
stopwords,bm25,0.5,0,36,0.1000,0.5000,0.1667,0.0853,0.0833,0.1667,0.1672
stopwords,bm25,0.5,0,37,0.2000,0.2222,0.2105,0.1387,0.0595,0.2500,0.1507
stopwords,bm25,0.5,0,38,0.0000,0.0000,0.0000,0.0621,0.0000,0.0667,0.0000
stopwords,bm25,0.5,0,39,0.3000,0.2308,0.2609,0.0974,0.0630,0.2000,0.1842
stopwords,bm25,0.5,0,40,0.0000,0.0000,0.0000,0.0389,0.0000,0.0357,0.0000
stopwords,bm25,0.5,0,41,0.3000,1.0000,0.4615,0.8095,0.8095,1.0000,0.9006
stopwords,bm25,0.5,0,42,0.2000,0.4000,0.2667,0.1294,0.0730,0.1429,0.2461
stopwords,bm25,0.5,0,43,0.3000,0.5000,0.3750,0.3909,0.3333,1.0000,0.6073
stopwords,bm25,0.5,0,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0,45,0.1000,0.0833,0.0909,0.0771,0.0208,0.2500,0.1205
stopwords,bm25,0.5,0,46,0.5000,0.3333,0.4000,0.3479,0.2326,1.0000,0.4091
stopwords,bm25,0.5,0,47,0.3000,0.2143,0.2500,0.2584,0.0690,0.3333,0.2473
stopwords,bm25,0.5,0,48,0.3000,0.2727,0.2857,0.2639,0.2197,1.0000,0.4364
stopwords,bm25,0.5,0,49,0.1000,0.5000,0.1667,0.0623,0.0500,0.1000,0.2197
stopwords,bm25,0.5,0,50,0.0000,0.0000,0.0000,0.0157,0.0000,0.0189,0.0000
stopwords,bm25,0.5,0,51,0.3000,0.3000,0.3000,0.2811,0.1667,1.0000,0.2929
stopwords,bm25,0.5,0,52,0.1000,0.2500,0.1429,0.1433,0.0625,0.2500,0.1894
stopwords,bm25,0.5,0,53,0.3000,0.3000,0.3000,0.2502,0.1700,1.0000,0.3809
stopwords,bm25,0.5,0,54,0.3000,0.3333,0.3158,0.2286,0.1667,0.5000,0.3783
stopwords,bm25,0.5,0,55,0.2000,0.2000,0.2000,0.1469,0.0486,0.2000,0.1351
stopwords,bm25,0.5,0,56,0.2000,0.2000,0.2000,0.1333,0.0900,0.5000,0.1830
stopwords,bm25,0.5,0,57,0.0000,0.0000,0.0000,0.0667,0.0000,0.0714,0.0000
stopwords,bm25,0.5,0,58,0.2000,0.2222,0.2105,0.1118,0.0688,0.3333,0.2772
stopwords,bm25,0.5,0,59,0.1000,0.2500,0.1429,0.0685,0.0312,0.1250,0.1030
stopwords,bm25,0.5,0,60,0.3000,0.6000,0.4000,0.3730,0.3600,1.0000,0.4949
stopwords,bm25,0.5,0,61,0.2000,0.4000,0.2667,0.4628,0.4000,1.0000,0.5451
stopwords,bm25,0.5,0,62,0.0000,0.0000,0.0000,0.0208,0.0000,0.0385,0.0000
stopwords,bm25,0.5,0,63,0.0000,0.0000,0.0000,0.0049,0.0000,0.0040,0.0000
stopwords,bm25,0.5,0,64,0.0000,0.0000,0.0000,0.0437,0.0000,0.0667,0.0000
stopwords,bm25,0.5,0,65,0.1000,0.0667,0.0800,0.1035,0.0095,0.1429,0.0831
stopwords,bm25,0.5,0,66,0.1000,0.2000,0.1333,0.0565,0.0222,0.1111,0.1200
stopwords,bm25,0.5,0,67,0.1000,0.0714,0.0833,0.1839,0.0357,0.5000,0.1688
stopwords,bm25,0.5,0,68,0.1000,0.2000,0.1333,0.1040,0.0500,0.2500,0.1873
stopwords,bm25,0.5,0,69,0.1000,0.2000,0.1333,0.0567,0.0286,0.1429,0.1400
stopwords,bm25,0.5,0,70,0.1000,0.1000,0.1000,0.0839,0.0250,0.2500,0.1045
stopwords,bm25,0.5,0,71,0.1000,0.1250,0.1111,0.0722,0.0312,0.2500,0.1402
stopwords,bm25,0.5,0,72,0.0000,0.0000,0.0000,0.0240,0.0000,0.0625,0.0000
stopwords,bm25,0.5,0,73,0.4000,0.2000,0.2667,0.3150,0.1597,1.0000,0.5639
stopwords,bm25,0.5,0,74,0.1000,0.1667,0.1250,0.1254,0.0833,0.5000,0.2679
stopwords,bm25,0.5,0,75,0.0000,0.0000,0.0000,0.0188,0.0000,0.0119,0.0000
stopwords,bm25,0.5,0,76,0.4000,0.5714,0.4706,0.3475,0.3429,1.0000,0.5784
stopwords,bm25,0.5,0,77,0.3000,0.5000,0.3750,0.3502,0.2778,0.5000,0.2894
stopwords,bm25,0.5,0,78,0.2000,0.6667,0.3077,0.5833,0.5000,1.0000,0.6256
stopwords,bm25,0.5,0,79,0.1000,0.2000,0.1333,0.0392,0.0286,0.1429,0.1456
stopwords,bm25,0.5,0,80,0.0000,0.0000,0.0000,0.0066,0.0000,0.0051,0.0000
stopwords,bm25,0.5,0,81,0.1000,0.5000,0.1667,0.5357,0.5000,1.0000,0.2159
stopwords,bm25,0.5,0,82,0.3000,0.6000,0.4000,0.3572,0.3171,1.0000,0.6023
stopwords,bm25,0.5,0,83,0.1000,0.2500,0.1429,0.0712,0.0625,0.2500,0.1681
stopwords,bm25,0.5,0,84,0.2000,0.1818,0.1905,0.2035,0.1061,0.5000,0.1740
stopwords,bm25,0.5,0,85,0.1000,0.2500,0.1429,0.0429,0.0312,0.1250,0.0814
stopwords,bm25,0.5,0,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords,bm25,0.5,0,87,0.0000,0.0000,0.0000,0.0103,0.0000,0.0056,0.0000
stopwords,bm25,0.5,0,88,0.6000,1.0000,0.7500,0.5494,0.5494,0.3333,0.6385
stopwords,bm25,0.5,0,89,0.2000,0.3333,0.2500,0.2265,0.1083,0.2500,0.2923
stopwords,bm25,0.5,0,90,0.3000,0.2308,0.2609,0.2215,0.1099,0.5000,0.2311
stopwords,bm25,0.5,0,91,0.4000,0.4444,0.4211,0.3003,0.1926,0.5000,0.4281
stopwords,bm25,0.5,0,92,0.5000,0.3846,0.4348,0.4266,0.3504,1.0000,0.4070
stopwords,bm25,0.5,0,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stopwords,bm25,0.5,0,94,0.5000,0.4167,0.4545,0.4530,0.3011,1.0000,0.3595
stopwords,bm25,0.5,0,95,0.2000,1.0000,0.3333,0.6250,0.6250,1.0000,0.4884
stopwords,bm25,0.5,0,96,0.7000,0.5385,0.6087,0.4375,0.3782,0.5000,0.6424
stopwords,bm25,0.5,0,97,0.2000,0.2000,0.2000,0.1804,0.1667,1.0000,0.3056
stopwords,bm25,0.5,0,98,0.0000,0.0000,0.0000,0.0150,0.0000,0.0370,0.0000
stopwords,bm25,0.5,0,99,0.2000,0.5000,0.2857,0.1917,0.1667,0.3333,0.3803
stopwords,bm25,0.5,0,100,0.3000,0.3333,0.3158,0.3177,0.2685,1.0000,0.4843
stopwords,bm25,0.5,0,101,0.5000,0.8333,0.6250,0.5066,0.4511,1.0000,0.6705
stopwords,bm25,0.5,0,102,0.1000,0.2500,0.1429,0.1658,0.1250,0.5000,0.1723
stopwords,bm25,0.5,0,103,0.0000,0.0000,0.0000,0.0417,0.0000,0.0833,0.0000
stopwords,bm25,0.5,0,104,0.1000,0.2000,0.1333,0.0797,0.0667,0.3333,0.1696
stopwords,bm25,0.5,0,105,0.2000,0.4000,0.2667,0.3030,0.2333,0.5000,0.4462
stopwords,bm25,0.5,0,106,0.2000,0.4000,0.2667,0.1999,0.1067,0.2000,0.1808
stopwords,bm25,0.5,0,107,0.1000,0.1429,0.1176,0.1510,0.0357,0.2500,0.1650
stopwords,bm25,0.5,0,108,0.5000,0.7143,0.5882,0.7518,0.6321,1.0000,0.7156
stopwords,bm25,0.5,0,109,0.0000,0.0000,0.0000,0.0245,0.0000,0.0455,0.0000
stopwords,bm25,0.5,0,110,0.0000,0.0000,0.0000,0.0064,0.0000,0.0065,0.0000
stopwords,bm25,0.5,0,111,0.1000,0.1429,0.1176,0.1358,0.0357,0.2500,0.0916
stopwords,bm25,0.5,0,112,0.2000,1.0000,0.3333,0.3500,0.3500,0.5000,0.4596
stopwords,bm25,0.5,0,113,0.1000,0.2500,0.1429,0.1262,0.0625,0.2500,0.1681
stopwords,bm25,0.5,0,114,0.0000,0.0000,0.0000,0.0355,0.0000,0.0417,0.0000
stopwords,bm25,0.5,0,115,0.0000,0.0000,0.0000,0.0388,0.0000,0.0625,0.0000
stopwords,bm25,0.5,0,116,0.1000,0.2000,0.1333,0.0604,0.0333,0.1667,0.0949
stopwords,bm25,0.5,0,117,0.0000,0.0000,0.0000,0.0202,0.0000,0.0222,0.0000
stopwords,bm25,0.5,0,118,0.2000,0.6667,0.3077,0.2061,0.1944,0.2500,0.3668
stopwords,bm25,0.5,0,119,0.0000,0.0000,0.0000,0.0500,0.0000,0.0500,0.0000
stopwords,bm25,0.5,0,120,0.2000,0.2222,0.2105,0.3199,0.1296,0.5000,0.3150
stopwords,bm25,0.5,0,121,0.4000,0.5714,0.4706,0.5288,0.4269,1.0000,0.6066
stopwords,bm25,0.5,0,122,0.1000,0.1111,0.1053,0.0734,0.0159,0.1429,0.0329
stopwords,bm25,0.5,0,123,0.0000,0.0000,0.0000,0.0249,0.0000,0.0227,0.0000
